onset,terminus,vertex.id,onset.censored,terminus.censored,duration
0,47,11,FALSE,FALSE,47
48,95,11,FALSE,FALSE,47
96,143,12,FALSE,FALSE,47
144,191,11,FALSE,FALSE,47
192,239,11,FALSE,FALSE,47
239,430,4,FALSE,FALSE,191
431,622,2,FALSE,FALSE,191
623,814,3,FALSE,FALSE,191
815,1198,4,FALSE,FALSE,383
1199,1390,5,FALSE,FALSE,191
1391,1582,6,FALSE,FALSE,191
1583,1774,8,FALSE,FALSE,191
1775,1966,9,FALSE,FALSE,191
1967,2158,4,FALSE,FALSE,191
2159,2350,5,FALSE,FALSE,191
2351,2734,4,FALSE,FALSE,383
2735,3118,4,FALSE,FALSE,383
3119,3406,4,FALSE,FALSE,287
3407,3454,3,FALSE,FALSE,47
3455,3502,2,FALSE,FALSE,47
3503,3886,3,FALSE,FALSE,383
3887,4078,2,FALSE,FALSE,191
4079,4462,4,FALSE,FALSE,383
4559,4750,9,FALSE,FALSE,191
4751,4846,8,FALSE,FALSE,95
4847,5038,6,FALSE,FALSE,191
5039,5230,5,FALSE,FALSE,191
5327,5422,6,FALSE,FALSE,95
5423,5614,7,FALSE,FALSE,191
5615,5710,6,FALSE,FALSE,95
5711,5806,4,FALSE,FALSE,95
5807,5998,5,FALSE,FALSE,191
5999,6190,4,FALSE,FALSE,191
6191,6382,2,FALSE,FALSE,191
6383,6478,3,FALSE,FALSE,95
6479,6574,2,FALSE,FALSE,95
6575,6766,4,FALSE,FALSE,191
6767,6958,1,FALSE,FALSE,191
6959,7054,2,FALSE,FALSE,95
7055,7150,3,FALSE,FALSE,95
7151,7246,4,FALSE,FALSE,95
7247,7342,6,FALSE,FALSE,95
7343,7534,5,FALSE,FALSE,191
7535,8110,4,FALSE,FALSE,575
8879,9070,9,FALSE,FALSE,191
9071,9262,8,FALSE,FALSE,191
9263,9454,9,FALSE,FALSE,191
9455,9550,6,FALSE,FALSE,95
9551,9646,7,FALSE,FALSE,95
9647,9838,5,FALSE,FALSE,191
9839,10222,4,FALSE,FALSE,383
10415,10606,7,FALSE,FALSE,191
10607,10798,9,FALSE,FALSE,191
10799,11182,6,FALSE,FALSE,383
11183,11374,5,FALSE,FALSE,191
11471,11662,9,FALSE,FALSE,191
11663,11758,8,FALSE,FALSE,95
11759,11950,9,FALSE,FALSE,191
11951,12046,10,FALSE,FALSE,95
12047,12142,7,FALSE,FALSE,95
12143,12238,9,FALSE,FALSE,95
12239,12334,6,FALSE,FALSE,95
12335,12526,5,FALSE,FALSE,191
12527,12670,4,FALSE,FALSE,143
12671,12718,3,FALSE,FALSE,47
12719,12814,2,FALSE,FALSE,95
12815,12910,3,FALSE,FALSE,95
12911,13102,1,FALSE,FALSE,191
13103,13198,4,FALSE,FALSE,95
13199,13294,5,FALSE,FALSE,95
13295,13390,6,FALSE,FALSE,95
13391,13486,8,FALSE,FALSE,95
13487,13582,9,FALSE,FALSE,95
13583,13678,4,FALSE,FALSE,95
13679,13774,3,FALSE,FALSE,95
13775,13870,4,FALSE,FALSE,95
13871,14062,5,FALSE,FALSE,191
14063,14446,4,FALSE,FALSE,383
14446,14493,11,FALSE,FALSE,47
14494,14541,12,FALSE,FALSE,47
14542,14589,13,FALSE,FALSE,47
14590,14637,13,FALSE,FALSE,47
14638,14685,13,FALSE,FALSE,47
14686,14733,13,FALSE,FALSE,47
14734,14781,13,FALSE,FALSE,47
14782,14829,13,FALSE,FALSE,47
14830,14877,13,FALSE,FALSE,47
14878,14925,12,FALSE,FALSE,47
14926,14973,12,FALSE,FALSE,47
14974,15021,13,FALSE,FALSE,47
15021,15212,4,FALSE,FALSE,191
15213,15404,7,FALSE,FALSE,191
15405,15596,6,FALSE,FALSE,191
15597,15788,9,FALSE,FALSE,191
15789,15980,9,FALSE,FALSE,191
15981,16364,9,FALSE,FALSE,383
16365,16556,4,FALSE,FALSE,191
16557,16748,4,FALSE,FALSE,191
16749,16892,6,FALSE,FALSE,143
16893,16940,8,FALSE,FALSE,47
16941,17132,9,FALSE,FALSE,191
17133,17276,9,FALSE,FALSE,143
17277,17324,8,FALSE,FALSE,47
17325,17420,9,FALSE,FALSE,95
17421,17516,10,FALSE,FALSE,95
17517,17708,6,FALSE,FALSE,191
17709,17900,7,FALSE,FALSE,191
17901,18284,6,FALSE,FALSE,383
18477,18860,2,FALSE,FALSE,383
18861,19052,1,FALSE,FALSE,191
19053,19244,4,FALSE,FALSE,191
19245,19436,4,FALSE,FALSE,191
19437,19628,4,FALSE,FALSE,191
19629,19820,4,FALSE,FALSE,191
19821,20012,4,FALSE,FALSE,191
20013,20300,9,FALSE,FALSE,287
20301,20396,7,FALSE,FALSE,95
20397,20588,5,FALSE,FALSE,191
20589,20780,4,FALSE,FALSE,191
20781,20972,3,FALSE,FALSE,191
20973,21068,4,FALSE,FALSE,95
21069,21164,6,FALSE,FALSE,95
21165,21356,5,FALSE,FALSE,191
21357,21548,4,FALSE,FALSE,191
21741,22124,2,FALSE,FALSE,383
22125,22316,2,FALSE,FALSE,191
22317,22508,2,FALSE,FALSE,191
22509,22700,1,FALSE,FALSE,191
22701,22988,2,FALSE,FALSE,287
22989,23132,4,FALSE,FALSE,143
23133,23180,5,FALSE,FALSE,47
23181,23276,6,FALSE,FALSE,95
23277,23372,7,FALSE,FALSE,95
23373,23468,6,FALSE,FALSE,95
23469,23660,4,FALSE,FALSE,191
23661,23852,5,FALSE,FALSE,191
23853,24236,4,FALSE,FALSE,383
24236,24283,11,FALSE,FALSE,47
24284,24331,11,FALSE,FALSE,47
24332,24379,12,FALSE,FALSE,47
24380,24427,11,FALSE,FALSE,47
24428,24475,11,FALSE,FALSE,47
24475,24666,4,FALSE,FALSE,191
24667,24858,2,FALSE,FALSE,191
24859,25050,3,FALSE,FALSE,191
25051,25434,4,FALSE,FALSE,383
25435,25626,5,FALSE,FALSE,191
25627,25818,6,FALSE,FALSE,191
25819,26010,8,FALSE,FALSE,191
26011,26202,9,FALSE,FALSE,191
26203,26394,4,FALSE,FALSE,191
26395,26586,5,FALSE,FALSE,191
26587,26970,4,FALSE,FALSE,383
26971,27354,4,FALSE,FALSE,383
27355,27642,4,FALSE,FALSE,287
27643,27690,3,FALSE,FALSE,47
27691,27738,2,FALSE,FALSE,47
27739,28122,3,FALSE,FALSE,383
28123,28314,2,FALSE,FALSE,191
28315,28698,4,FALSE,FALSE,383
28795,28986,9,FALSE,FALSE,191
28987,29082,8,FALSE,FALSE,95
29083,29274,6,FALSE,FALSE,191
29275,29466,5,FALSE,FALSE,191
29563,29658,6,FALSE,FALSE,95
29659,29850,7,FALSE,FALSE,191
29851,29946,6,FALSE,FALSE,95
29947,30042,4,FALSE,FALSE,95
30043,30234,5,FALSE,FALSE,191
30235,30426,4,FALSE,FALSE,191
30427,30618,2,FALSE,FALSE,191
30619,30714,3,FALSE,FALSE,95
30715,30810,2,FALSE,FALSE,95
30811,31002,4,FALSE,FALSE,191
31003,31194,1,FALSE,FALSE,191
31195,31290,2,FALSE,FALSE,95
31291,31386,3,FALSE,FALSE,95
31387,31482,4,FALSE,FALSE,95
31483,31578,6,FALSE,FALSE,95
31579,31770,5,FALSE,FALSE,191
31771,32346,4,FALSE,FALSE,575
33115,33306,9,FALSE,FALSE,191
33307,33498,8,FALSE,FALSE,191
33499,33690,9,FALSE,FALSE,191
33691,33786,6,FALSE,FALSE,95
33787,33882,7,FALSE,FALSE,95
33883,34074,5,FALSE,FALSE,191
34075,34458,4,FALSE,FALSE,383
34651,34842,7,FALSE,FALSE,191
34843,35034,9,FALSE,FALSE,191
35035,35418,6,FALSE,FALSE,383
35419,35610,5,FALSE,FALSE,191
35707,35898,9,FALSE,FALSE,191
35899,35994,8,FALSE,FALSE,95
35995,36186,9,FALSE,FALSE,191
36187,36282,10,FALSE,FALSE,95
36283,36378,7,FALSE,FALSE,95
36379,36474,9,FALSE,FALSE,95
36475,36570,6,FALSE,FALSE,95
36571,36762,5,FALSE,FALSE,191
36763,36906,4,FALSE,FALSE,143
36907,36954,3,FALSE,FALSE,47
36955,37050,2,FALSE,FALSE,95
37051,37146,3,FALSE,FALSE,95
37147,37338,1,FALSE,FALSE,191
37339,37434,4,FALSE,FALSE,95
37435,37530,5,FALSE,FALSE,95
37531,37626,6,FALSE,FALSE,95
37627,37722,8,FALSE,FALSE,95
37723,37818,9,FALSE,FALSE,95
37819,37914,4,FALSE,FALSE,95
37915,38010,3,FALSE,FALSE,95
38011,38106,4,FALSE,FALSE,95
38107,38298,5,FALSE,FALSE,191
38299,38682,4,FALSE,FALSE,383
